task_id	unit_type	root_id	barrier_id	root_kind	family	tau	fit_size	prior	model	state	launch_ready	launch_mode	slot_cost	priority	prepared_root	run_root	script_ref	notes
mp__root__dynamic__gausmix__tau_0p05__lasttt_500__dqlm	model_path	root__dynamic__gausmix__tau_0p05__lasttt_500	NA	dynamic	gausmix	0.05	500	default	dqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=geweke_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__gausmix__tau_0p25__lasttt_500__dqlm	model_path	root__dynamic__gausmix__tau_0p25__lasttt_500	NA	dynamic	gausmix	0.25	500	default	dqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=geweke_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__gausmix__tau_0p25__lasttt_500__exdqlm	model_path	root__dynamic__gausmix__tau_0p25__lasttt_500	NA	dynamic	gausmix	0.25	500	default	exdqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation; geweke_drift; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__gausmix__tau_0p95__lasttt_500__dqlm	model_path	root__dynamic__gausmix__tau_0p95__lasttt_500	NA	dynamic	gausmix	0.95	500	default	dqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=geweke_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__gausmix__tau_0p95__lasttt_500__exdqlm	model_path	root__dynamic__gausmix__tau_0p95__lasttt_500	NA	dynamic	gausmix	0.95	500	default	exdqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=geweke_drift; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__laplace__tau_0p05__lasttt_500__dqlm	model_path	root__dynamic__laplace__tau_0p05__lasttt_500	NA	dynamic	laplace	0.05	500	default	dqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=geweke_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__laplace__tau_0p25__lasttt_500__dqlm	model_path	root__dynamic__laplace__tau_0p25__lasttt_500	NA	dynamic	laplace	0.25	500	default	dqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=geweke_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__laplace__tau_0p25__lasttt_500__exdqlm	model_path	root__dynamic__laplace__tau_0p25__lasttt_500	NA	dynamic	laplace	0.25	500	default	exdqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation; geweke_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__laplace__tau_0p95__lasttt_500__dqlm	model_path	root__dynamic__laplace__tau_0p95__lasttt_500	NA	dynamic	laplace	0.95	500	default	dqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=geweke_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__laplace__tau_0p95__lasttt_500__exdqlm	model_path	root__dynamic__laplace__tau_0p95__lasttt_500	NA	dynamic	laplace	0.95	500	default	exdqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=geweke_drift; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__normal__tau_0p05__lasttt_500__dqlm	model_path	root__dynamic__normal__tau_0p05__lasttt_500	NA	dynamic	normal	0.05	500	default	dqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=geweke_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__normal__tau_0p25__lasttt_500__dqlm	model_path	root__dynamic__normal__tau_0p25__lasttt_500	NA	dynamic	normal	0.25	500	default	dqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=geweke_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__normal__tau_0p25__lasttt_500__exdqlm	model_path	root__dynamic__normal__tau_0p25__lasttt_500	NA	dynamic	normal	0.25	500	default	exdqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation; geweke_drift; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__normal__tau_0p95__lasttt_500__dqlm	model_path	root__dynamic__normal__tau_0p95__lasttt_500	NA	dynamic	normal	0.95	500	default	dqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=geweke_drift | targeted_inference=mcmc | attempt_count=0
mp__root__dynamic__normal__tau_0p95__lasttt_500__exdqlm	model_path	root__dynamic__normal__tau_0p95__lasttt_500	NA	dynamic	normal	0.95	500	default	exdqlm	not_started	TRUE	resume_mcmc_from_vb	1	12	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500	tools/merge_reports/20260305_vb_then_mcmc_pipeline.R	repair_reasons=geweke_drift; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__static_paper__gausmix__tau_0p05__tt_1000__exal	model_path	root__static_paper__gausmix__tau_0p05__tt_1000	NA	static_paper	gausmix	0.05	1000	paper	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation; geweke_drift; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__static_paper__gausmix__tau_0p95__tt_1000__exal	model_path	root__static_paper__gausmix__tau_0p95__tt_1000	NA	static_paper	gausmix	0.95	1000	paper	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation | targeted_inference=mcmc | attempt_count=0
mp__root__static_paper__laplace__tau_0p05__tt_1000__exal	model_path	root__static_paper__laplace__tau_0p05__tt_1000	NA	static_paper	laplace	0.05	1000	paper	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation | targeted_inference=mcmc | attempt_count=0
mp__root__static_paper__laplace__tau_0p95__tt_1000__exal	model_path	root__static_paper__laplace__tau_0p95__tt_1000	NA	static_paper	laplace	0.95	1000	paper	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation | targeted_inference=mcmc | attempt_count=0
mp__root__static_paper__normal__tau_0p05__tt_1000__exal	model_path	root__static_paper__normal__tau_0p05__tt_1000	NA	static_paper	normal	0.05	1000	paper	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation | targeted_inference=mcmc | attempt_count=0
mp__root__static_paper__normal__tau_0p95__tt_1000__exal	model_path	root__static_paper__normal__tau_0p95__tt_1000	NA	static_paper	normal	0.95	1000	paper	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__static_shrink__gausmix__tau_0p05__tt_1000__rhs__exal	model_path	root__static_shrink__gausmix__tau_0p05__tt_1000__rhs	NA	static_shrink	gausmix	0.05	1000	rhs	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation; geweke_drift; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__static_shrink__gausmix__tau_0p05__tt_1000__ridge__exal	model_path	root__static_shrink__gausmix__tau_0p05__tt_1000__ridge	NA	static_shrink	gausmix	0.05	1000	ridge	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__static_shrink__gausmix__tau_0p95__tt_1000__rhs__exal	model_path	root__static_shrink__gausmix__tau_0p95__tt_1000__rhs	NA	static_shrink	gausmix	0.95	1000	rhs	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__static_shrink__gausmix__tau_0p95__tt_1000__ridge__exal	model_path	root__static_shrink__gausmix__tau_0p95__tt_1000__ridge	NA	static_shrink	gausmix	0.95	1000	ridge	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation | targeted_inference=mcmc | attempt_count=0
mp__root__static_shrink__laplace__tau_0p05__tt_1000__rhs__exal	model_path	root__static_shrink__laplace__tau_0p05__tt_1000__rhs	NA	static_shrink	laplace	0.05	1000	rhs	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__static_shrink__laplace__tau_0p05__tt_1000__ridge__exal	model_path	root__static_shrink__laplace__tau_0p05__tt_1000__ridge	NA	static_shrink	laplace	0.05	1000	ridge	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__static_shrink__laplace__tau_0p95__tt_1000__rhs__exal	model_path	root__static_shrink__laplace__tau_0p95__tt_1000__rhs	NA	static_shrink	laplace	0.95	1000	rhs	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation; geweke_drift; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__static_shrink__laplace__tau_0p95__tt_1000__ridge__exal	model_path	root__static_shrink__laplace__tau_0p95__tt_1000__ridge	NA	static_shrink	laplace	0.95	1000	ridge	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation; geweke_drift; half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__static_shrink__normal__tau_0p05__tt_1000__rhs__al	model_path	root__static_shrink__normal__tau_0p05__tt_1000__rhs	NA	static_shrink	normal	0.05	1000	rhs	al	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=half_chain_drift | targeted_inference=mcmc | attempt_count=0
mp__root__static_shrink__normal__tau_0p05__tt_1000__rhs__exal	model_path	root__static_shrink__normal__tau_0p05__tt_1000__rhs	NA	static_shrink	normal	0.05	1000	rhs	exal	not_started	TRUE	resume_mcmc_from_vb	1	13	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	repair_reasons=low_ess; high_autocorrelation; half_chain_drift | targeted_inference=mcmc | attempt_count=0
